label,fenci
正常,/ex exa xam amp mpl ple les es/ s/j /js jsp sp/ p/s /se ses ess ssi sio ion ons ns/ s/c /co con onf nfi fig igu gur ura rat ati tio ion on/ n/g /ga gal all lle ler ery ryc yco con onf nfi fig ig. g.t .tx txt
异常,"/yo you ouz uzh zhi hi/ i/p /pi pic ict ctu tur ure re. e.p .ph php hp? p?c ?ca cat at= t=1 =1& 1&i &im ima mag age ge_ e_i _id id= d=1 =1% 1%2 %20 20a 0an and nd% d%2 %20 20i 0if if( f(1 (1> 1>1 >1, 1,B ,BE BEN ENC NCH CHM HMA MAR ARK RK( K(5 (50 500 000 000 000 000 00, 0,M ,MD MD5 D5( 5(C (CH CHA HAR AR( R(1 (11 115 15, 5,1 ,11 113 13, 3,1 ,10 108 08, 8,1 ,10 109 09, 9,9 ,97 97, 7,1 ,11 112 12) 2)) ))) )), ),0 ,0)"
正常,/re rec eco cor ord rdi din ing ngs gs/ s/d /di dis isp spl pla lay ay. y.c .cg cgi gi? i?p ?pr pre ref eft fte tem emp mp= p=t =te tem emp mp& p&p &pa pag age ge= e=a =an ano non ony nym ymo mou ous us& s&f &fi fil ile le= e=| =|i |id id|
异常,/la lau aun unc nch ch. h.j .js jsp sp? p?n ?nf nfu fus use se_ e_a _ap app ppl pli lic ica cat ati tio ion on= n=> =>a >al ale ler ert rt( t(d (do doc ocu cum ume men ent nt. t.c .co coo ook oki kie ie) e); );< ;</ </s /sc scr cri rip ipt pt>
正常,/00 000 001 011 117 178 786 866 66/
正常,/ex exa xam amp mpl ple les es/ s/j /js jsp sp/ p/c /ca cal al/ l/a /ad adm dmi min in/ n/o /op ope per era rat ato tor ors rs. s.p .ph php hp? p?v ?vi vie iew
正常,/\x \xd xd0 d0\ 0\x \x9 x9a 9a\ a\x \xd xd0 d0\ 0\x \xb xbe be\ e\x \xd xd0 d0\ 0\x \xb xbc bc\ c\x \xd xd0 d0\ 0\x \xb xbf bf\ f\x \xd xd1 d1\ 1\x \x8 x8e 8e\ e\x \xd xd1 d1\ 1\x \x8 x82 82\ 2\x \xd xd1 d1\ 1\x \x8 x80 80\ 0\x \xd xd0 d0\ 0\x \xb xb8 b8/
异常,"/fo for oru rum um1 m1. 1.a .as asp sp? p?n ?n= n=1 =17 175 753 53& 3&a &am amp mp; p;n ;nn nn= n=/ =/. /.\ .\"" \"". ""./ ./. /.\ .\"" \"". ""./ ./. /.\ .\"" \"". ""./ ./. /.\ .\"" \"". ""./ ./. /.\ .\"" \"". ""./ ./b /bo boo oot ot. t.i .in ini"
正常,/1k 1kd kdd dd2 d27 272 726 260 60e 0e7 e7c 7c_ c_t _th thu hum umb mb/
异常,/Dy Dyn yna naT aTr Tra rac ack cke ker er_ r_v _v1 v15 151 51/ 1/a /ac act cti tio ion on. n.p .ph php hp? p?b ?ba bas ase se_ e_p _pa pat ath th= h=X =XX XXp Xpa pat ath thX hXX
异常,/sc scr cri rip ipt pts ts/ s/a /ap apg pga gaf afv fvc vcx cxo xoe oee eeh eh. h.s .sh
正常,/cl cla las ass sse ses es/ s/c /co com omm mmo mon on. n.p .ph php hp? p?r ?ro roo oot otd tdi dir ir= r=h =ht htt ttp tp: p:/ :// //1 /19 192 92. 2.1 .16 168 68. 8.2 .20 202 02. 2.1 .11 118 18: 8:8 :80 808 080 80/ 0/2 /2a 2ai aib ibf bfa fac acz czm zma mac ac8 c8? 8??
异常,/_s _sc scr cri rip ipt pts ts/
异常,/in inc ncl clu lud ude de/ e/c /co com omm mmo mon on. n.p .ph php hp? p?X ?XO XOO OOP OPS PS_ S_R _RO ROO OOT OT_ T_P _PA PAT ATH TH= H=X =XX XXp Xpa pat ath thX hXX
正常,/fi fid id1 d1d 1da da8 a8a 8ab ab7 b76 761 618 180 804 04a 4a9 a95 95b 5b9 b9d 9d0 d0e 0e6 e65 652 520 204 046 462 621 213 133 331 319 19b 9b1 b1b 1b8 b8e 8e6 e6a 6a3 a3/
正常,/ma mat atu tur ure re  e p  pr pro ros ost sti tit itu tut ute te  e w  wa wan ank nks ks  s o  ol old ld  d m  ma man an  n o  of off ff  f t  th the hen en  n s  su suc uck cks ks  s h  hi his is  s c  cu cum um/
异常,/in inc ncl clu lud ude de/ e/e /ed edi dit itf tfu fun unc nc. c.i .in inc nc. c.p .ph php hp? p?N ?NW NWC WCO CON ONF NF_ F_S _SY SYS YST STE TEM EM[ M[s [se ser erv rve ver er_ r_p _pa pat ath th] h]= ]=X =XX XXp Xpa pat ath thX hXX XX?
正常,/su sup upe per er  r p  pi pie ie  e -  -  - h  ho how ow  w t  to to  o u  us use se  e p  pe pen enn nni nie ies es  s i  in in  n a  ar arc rca cad ade de  e m  ma mac ach chi hin ine nes es/
异常,/ja jav ava vas asc scr cri rip ipt pt/ t/s /sh sho how owp wpo pos ost st. t.e .ex exe
正常,/14 149 493 934 343 43/
正常,/al all ll  l i  in in  n o  on one ne  e d  di div ivx vx  x p  pr pro ro  o v  v6 v6  6     -  -  - 2  2  2 i  in in  n 1  1  1 b  by by  y s  sa sam ame mer erb rbo bo/
异常,"<bg bgs gso sou oun und nd+ d+s +sr src rc= c="" =""j ""ja jav ava vas asc scr cri rip ipt pt: t:a :al ale ler ert rt( t(1 (1) 1); );"" ;"">"
正常,/43 432 320 204 041 41/
异常,"/3j 3j8 j8e 8ec ech chh hh0 h0. 0.c .cg cgi gi? i?< ?<s <sc scr cri rip ipt pt> t>d >do doc ocu cum ume men ent nt. t.c .co coo ook oki kie ie= e="" =""t ""te tes est stf tfu fuq uqi qi= i=4 =41 418 189 89; 9;"" ;""< ""</ </s /sc scr cri rip ipt pt>"
异常,/ex exa xam amp mpl ple les es/ s/j /js jsp sp/ p/n /nu num um/ m/g /go got oto top opa pag age ge. e.c .cg cgi gi? i?4 ?42 424 242 42+ 2+. +.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./e /et etc tc/ c/p /pa pas ass ssw swd
异常,%26 26% 6%2 %20 20s 0sl sle lee eep ep% p%2 %20 200 00% 0%2 %20 20% 0%2 %26 26% 6%2 %26 26% 6%2 %20 20s 0st str tr% r%3 %3D 3D% D%2 %24 24% 4%2 %28 28e 8ec ech cho ho% o%2 %20 20F 0FD FDE DEY EYN YNL NL% L%2 %29 29% 9%2 %20 20% 0%2 %26 26% 6%2 %26 26% 6%2 %20 20s 0st str tr1 r1% 1%3 %3D 3D% D%2 %24 24% 4%7 %7B 7B% B%2 %23 23s 3st str tr% r%7 %7D 7D% D%2 %20 20% 0%2 %26 26% 6%2 %26 26% 6%2 %20 20% 0%5 %5B 5B% B%2 %20 204 04% 4%2 %20 20- 0-e -eq eq% q%2 %20 20% 0%2 %24 24% 4%7 %7B 7Bs Bst str tr1 r1% 1%7 %7D 7D% D%2 %20 20% 0%5 %5D 5D% D%2 %20 20% 0%2 %26 26% 6%2 %26 26% 6%2 %20 20s 0sl sle lee eep ep% p%2 %20 201 01% 1%2 %20 20% 0%2 %25 257 57C
正常,/15 157 576 768 687 875 75/
正常,/ha hai air ir- r-c -ca car are re_ e_w _w0 w0q 0qq qqf qfc fcl clz lz3 z3q 3qq qqf qfr fro rom omz mzr zr4 r4q 4qq qqs qsa sac aca cat atz tz1 z11 118 185 853 53q 3qq qqs qso soc ocm cmd mdz dzl zli lis ist sti tin ing ngi git ite tem eml mli lis ist st/
正常,/13 135 350 502 029 29/
正常,/we web ebd bda dav av/ v/c /c9 c99 99. 9.p .ph php hp? p?a ?ac act ct= t=l =ls ls& s&d &d= d=c =c: c:\ :\x \xa xam amp mpp pp& p&s &so sor ort rt= t=0 =0a
正常,/ph php hp- p-p -pi pin ing ng. g.p .ph php hp? p?h ?ho hos ost st= t=t =te tes est st& t&s &su sub ubm bmi mit it= t=p =pi pin ing ng! g!& !&c &co cou oun unt nt= t=1 =1| 1|i |id id| d||
异常,"/ma mai ain in. n.p .ph php hp? p?s ?st stu tuf uff ff= f="" =""\ ""\x \x0 x0d 0dr drm rm\ m\x \x0 x09 09q 9q2 q27 274 746 469 694 945 451 51\ 1\x \x0 x09 09#"
正常,/se sec ecu cur uri rit ity ty_ y_i _im imp mpl pli lic ic/
正常,/ms msg sg2 g21 217 175 753 536 36/
异常,/ma mai ain in. n.p .ph php hp? p?s ?st stu tuf uff ff= f=; =;d ;de del el\ l\x \x0 x09 09q 9q6 q62 621 212 126 267 674 743 43\ 3\x \x0 x09 09#
异常,"/oi oie ie5 e50 504 04m 4mr mr. r.n .ns nsf sf? f?< ?<m <me met eta ta  a h  ht htt ttp tp- p-e -eq equ qui uiv iv= v=s =se set et- t-c -co coo ook oki kie ie  e c  co con ont nte ten ent nt= t="" =""t ""te tes est stt ttp tpb pby by= y=7 =70 705 052 52"" 2"">"
异常,/0_ 0_1 _1/ 1/e /e/ e/d /da dat ata ta/ a/e /ec ecm cms mse sed edi dit ito tor or/ r/i /in inf nfo foe oed edi dit ito tor or/ r/e /ep epa pag age ge/ e/T /Tr Tra ran anF nFl Fla las ash sh. h.p .ph php hp? p?I ?In Ins nst sta tan anc nce ceN eNa Nam ame me= e=3 =32 323 232 32% 2%2 %22 22% 2%3 %3E 3E% E%3 %3C 3Cs Csc scr cri rip ipt pt% t%3 %3E 3Ea Eal ale ler ert rt( t(/ (/D /D/ D/) /)% )%3 %3C 3C/ C/s /sc scr cri rip ipt pt% t%3 %3E 3E% E%3 %3C 3C% C%2 %22
正常,/gr gre reg ego gor ori ria ian an  n a  an and nd  d a  am ame mel eli lia ia  a b  br bri rig igh ght htm tma man an  n -  -  - j  jo joi oin in  n m  me me/
异常,"<DI DIV IV  V S  ST STY TYL YLE LE= E="" =""b ""ba bac ack ckg kgr gro rou oun und nd- d-i -im ima mag age ge: e:  : u  ur url rl( l(& (&# &#1 #1; 1;j ;ja jav ava vas asc scr cri rip ipt pt: t:a :al ale ler ert rt( t(' ('X 'XS XSS SS' S') ')) ))"" )"">"
正常,/je jed edi dit it_ t_3 _3/
异常,"/fo fo5 o56 564 64r 4re rei ei. i.x .x? x?< ?<i <im img mg  g s  sr src rc= c="" =""j ""ja jav ava vas asc scr cri rip ipt pt: t:a :al ale ler ert rt( t(c (cr cro ros oss ss_ s_s _si sit ite te_ e_s _sc scr cri rip ipt pti tin ing ng. g.n .na nas asl sl) l); );"" ;"">"
正常,/ag aga gat ath tha ha_ a_m _mu mus ust ste ter er/
正常,/ma man ana nag age ger er/ r/i /in ind nde dex ex. x.p .ph php hp? p?a ?ac act cti tio ion on= n=l =lo log ogi gin in& n&m &mo mod odu dul ule le= e=u =us use ser ers
异常,"<a  a h  hr hre ref ef= f="" =""\ ""\x \xE xE2 E2\ 2\x \x8 x80 80\ 0\x \x8 x86 86j 6ja jav ava vas asc scr cri rip ipt pt: t:j :ja jav ava vas asc scr cri rip ipt pt: t:a :al ale ler ert rt( t(1 (1) 1)"" )""  "" i  id id= d="" =""f ""fu fuz uzz zze zel ele lem eme men ent nt1 t1"" 1""> "">t >te tes est st< t</ </a /a>"
正常,/be bew ewa waa aar arp rpl pli lic ich cht ht_ t_k _kp kpm pmg mg/
正常,/sc sco cor ore rec eca car ard rd/
正常,/us usf sfa fac ace ces esm sma maj ajo jor orh rhu hur urd rdl dle les esi sin inp npr pro ros ose sec ecu cut uti tin ing ngp gpa pad adi dil ill lla la/
正常,/15 157 578 785 853 53/
异常,/al alb lbu bum um. m.p .ph php hp? p?a ?al alb lbu bum umi mid id= d=1 =1' 1'4 '41 413 139 397 976 760 608 083 835 353 537
异常,||e |ec ech cho ho% o%2 %20 20V 0VE VEA EAO AON ONC NC$ C$( $(( ((5 (56 56% 6%2 %2B 2B4 B45 45) 5)) ))$ )$( $(e (ec ech cho ho% o%2 %20 20V 0VE VEA EAO AON ONC NC) C)V )VE VEA EAO AON ONC
正常,/29 298 984 84w 4w1 w13 139 393 934 34/
异常,"),N ,NU NUL ULL LL) L)% )%2 %20 20w 0wa wai ait itf tfo for or% r%2 %20 20d 0de del ela lay ay% y%2 %20 20' 0'0 '0: 0:0 :0: 0:2 :20 20' 0'% '%2 %20 20- 0--"
异常,"/?< ?<s <sc scr cri rip ipt pt> t>d >do doc ocu cum ume men ent nt. t.c .co coo ook oki kie ie= e="" =""t ""te tes est stt ttf tfv fvh vh= h=2 =21 214 141 41; 1;"" ;""< ""</ </s /sc scr cri rip ipt pt>"
正常,/01 012 124 241 415 150 504 040 403 03/
正常,/ac acc cco cou oun unt nt- t-h -hi his ist sto tor ory ry/
正常,/ja jav ava vas asc scr cri rip ipt pt/ t/s /se sec ect cti tio ion ons ns. s.b .ba bak
正常,/q2 q25 252 524 243 432 325 259
正常,/de deb ebi bic ich chu hu  u -  -  - s  so sou oun und nds ds  s o  of of  f t  th the he  e f  fu fut utu tur ure re  e v  vo vol ol/
正常,/ja jav ava vas asc scr cri rip ipt pt/ t/s /st sta tat ati tic ic. c.x .xl xls
正常,/ra ran and ndo dom om2 m2. 2.p .ph php hp? p?p ?pa pat ath th_ h_t _to to_ o_f _fo fol old lde der er= r=h =ht htt ttp tp: p:/ :// //1 /19 192 92. 2.1 .16 168 68. 8.2 .20 202 02. 2.1 .11 118 18: 8:8 :80 808 080 80/ 0/z /zz zz5 z5t 5th thk hkv kvt vtm tml mlg lgl gl?
异常,/fx fxm xm. m.e .ex exe
异常,"\""; "";a ;al ale ler ert rt( t(' ('X 'XS XSS SS' S') '); );/ ;//"
异常,"/vj vjb jbr brr rrp rpp ppi pi. i.p .ph php hp3 p3? 3?< ?<i <im img mg  g s  sr src rc= c="" =""j ""ja jav ava vas asc scr cri rip ipt pt: t:a :al ale ler ert rt( t(c (cr cro ros oss ss_ s_s _si sit ite te_ e_s _sc scr cri rip ipt pti tin ing ng. g.n .na nas asl sl) l); );"" ;"">"
正常,/en en- n-u -us us/ s/c /co con onf nfi fig ig? g?a ?au aut uto tol olo loa oad ad= d=1 =1& 1&n &na nam ame mes esp spa pac ace ce= e=w =wi win ind ndo dow ows
异常,/ex exa xam amp mpl ple les es/ s/s /se ser erv rvl vle let ets ts/ s/s /se ser erv rvl vle let et/ t/g /ga gad adg dge get ets ts/ s/b /bl blo log og/ g/b /bl blo log ogm gmo mod ode del el. l.p .ph php hp? p?p ?pa pat ath th= h=/ =/e /et etc tc/ c/p /pa pas ass ssw swd wd\ d\x \x0 x00
异常,%0A 0A% A%2 %20 20s 0st str tr% r%3 %3D 3D% D%2 %24 24% 4%2 %28 28e 8ec ech cho ho% o%2 %20 20W 0WA WAJ AJE JEO EOU OU% U%2 %29 29% 9%0 %0A 0A% A%2 %20 20s 0st str tr1 r1% 1%3 %3D 3D% D%2 %24 24% 4%7 %7B 7B% B%2 %23 23s 3st str tr% r%7 %7D 7D% D%0 %0A 0A% A%2 %20 20i 0if if% f%2 %20 20% 0%5 %5B 5B% B%2 %20 201 01% 1%2 %20 20- 0-n -ne ne% e%2 %20 20% 0%2 %24 24% 4%7 %7B 7Bs Bst str tr1 r1% 1%7 %7D 7D% D%2 %20 20% 0%5 %5D 5D% D%0 %0A 0A% A%2 %20 20t 0th the hen en% n%2 %20 20s 0sl sle lee eep ep% p%2 %20 200 00% 0%0 %0A 0A% A%2 %20 20e 0el els lse se% e%2 %20 20s 0sl sle lee eep ep% p%2 %20 201 01% 1%0 %0A 0A% A%2 %20 20f 0fi fi% i%2 %20 20% 0%2 %23
正常,/f0 f07 071 710 108 088 88e 8e/
异常,%20 20' 0's 'sl sle lee eep ep% p%2 %20 205 050 50'
异常,/in ind nde dex ex. x.p .ph php hp? p?M ?Ma Mad ado doa oa= a=X =XX XXp Xpa pat ath thX hXX XX?
正常,/ds dsc scn cn1 n16 166 662 62_ 2_l _l/
正常,/re rec eco cor ord rdi din ing ngs gs/ s/p /pa paj aja jax ax/ x/p /pa paj aja jax ax_ x_c _ca cal all ll_ l_d _di dis isp spa pat atc tch che her er. r.p .ph php
正常,/fi fid id2 d20 208 088 888 885 85f 5fe fe1 e11 119 19a 9ab abf bf3 f3b 3bd bda da6 a6c 6cc cc5 c5a 5a4 a4f 4f6 f6d 6d1 d13 131 311 112 124 24d 4d1 d13 130 306 060 608 08/
异常,/it it' t's 's_ s_c _ca cad ad- d-t -ta tas ast sti tic ic! c!/
正常,/ba ban ann nne ner er_ r_8 _88 88/
正常,/ja jav ava vas asc scr cri rip ipt pt/ t/b /bl bla lah ah. h.t .tx txt
异常,/to top op. p.p .ph php hp? p?s ?st stu tuf uff ff= f=& =&v &ve ver er\ r\x \x0 x09 09> 9>q >q1 q17 176 767 672 729 295 958 58& 8&r &re rem em\ m\x \x0 x09
异常,%0A 0A% A%2 %20 20s 0st str tr% r%3 %3D 3D% D%2 %24 24% 4%2 %28 28e 8ec ech cho ho% o%2 %20 20S 0SP SPZ PZW ZWV WVR VR% R%2 %29 29% 9%0 %0A 0A% A%2 %20 20s 0st str tr1 r1% 1%3 %3D 3D% D%2 %24 24% 4%7 %7B 7B% B%2 %23 23s 3st str tr% r%7 %7D 7D% D%0 %0A 0A% A%2 %20 20i 0if if% f%2 %20 20% 0%5 %5B 5B% B%2 %20 201 01% 1%2 %20 20- 0-n -ne ne% e%2 %20 20% 0%2 %24 24% 4%7 %7B 7Bs Bst str tr1 r1% 1%7 %7D 7D% D%2 %20 20% 0%5 %5D 5D% D%0 %0A 0A% A%2 %20 20t 0th the hen en% n%2 %20 20s 0sl sle lee eep ep% p%2 %20 200 00% 0%0 %0A 0A% A%2 %20 20e 0el els lse se% e%2 %20 20s 0sl sle lee eep ep% p%2 %20 201 01% 1%0 %0A 0A% A%2 %20 20f 0fi fi% i%2 %20 20% 0%2 %26
正常,/tu tur urf rft fti tim ime mes es/
异常,"/ap apa pav avx vxu xug ugx gx. x.h .ht htm tm? m?< ?<m <me met eta ta  a h  ht htt ttp tp- p-e -eq equ qui uiv iv= v=s =se set et- t-c -co coo ook oki kie ie  e c  co con ont nte ten ent nt= t="" =""t ""te tes est std tdn dnb nbh bh= h=5 =52 523 237 37"" 7"">"
正常,/sh sho hor orr rri ris is/
异常,"/ht ht8 t8p 8pn pn8 n8u 8uq uq. q.d .dl dll ll? l?< ?<i <im img mg  g s  sr src rc= c="" =""j ""ja jav ava vas asc scr cri rip ipt pt: t:a :al ale ler ert rt( t(c (cr cro ros oss ss_ s_s _si sit ite te_ e_s _sc scr cri rip ipt pti tin ing ng. g.n .na nas asl sl) l); );"" ;"">"
正常,/49 49o 9op ope ped edi dit ito tor or_ r_1 _1/
异常,/i2 i2n 2n4 n4v 4v4 v4r 4rl rl. l.p .pl pl? l?< ?<s <sc scr cri rip ipt pt> t>c >cr cro ros oss ss_ s_s _si sit ite te_ e_s _sc scr cri rip ipt pti tin ing ng. g.n .na nas asl sl< l</ </s /sc scr cri rip ipt pt>
正常,/wh wha hal ale les es- s-r -r0 r0/
正常,/ja jav ava vas asc scr cri rip ipt pt/ t/i /id ids ds. s.l .li lib
正常,/aa aaa aaa aaa aaa aaa aaa aaa aah ahk hk/
异常,"/en en- n-u -us us/ s/h /h5 h5s 5sc sc3 c3g 3gx gxy xy. y.k .ks ksp spx px? x?< ?<i <im img mg  g s  sr src rc= c="" =""j ""ja jav ava vas asc scr cri rip ipt pt: t:a :al ale ler ert rt( t(c (cr cro ros oss ss_ s_s _si sit ite te_ e_s _sc scr cri rip ipt pti tin ing ng. g.n .na nas asl sl) l); );"" ;"">"
正常,/ga gam ame mem ema man anu nua ual al/
正常,/ja jav ava vas asc scr cri rip ipt pt/ t/p /pe pem em. m.l .lo log
异常,%27 27| 7|| ||e |ec ech cho ho% o%2 %20 20H 0HV HVW VWY WYS YSC SC$ C$( $(( ((5 (52 52% 2%2 %2B 2B1 B13 13) 3)) ))$ )$( $(e (ec ech cho ho% o%2 %20 20H 0HV HVW VWY WYS YSC SC) C)H )HV HVW VWY WYS YSC SC&
正常,/pa pan ant nt5 t5w 5wo wow ow/
异常,/ju ju0 u0u 0u7 u7k 7kf kfo fo. o.h .ht htm tm? m?< ?<s <sc scr cri rip ipt pt> t>c >cr cro ros oss ss_ s_s _si sit ite te_ e_s _sc scr cri rip ipt pti tin ing ng. g.n .na nas asl sl< l</ </s /sc scr cri rip ipt pt>
异常,/en en- n-u -us us/ s/a /ac acc cco cou oun unt nt/ t/l /li lib ibr bra rar ary ry/ y/a /ad ado dod odb db/ b/s /se ser erv rve ver er. r.p .ph php hp? p?s ?sq sql ql= l=' ='a 'ad ado dod odb db_ b_s _sq sql ql_ l_s _sq sql ql_ l_i _in inj nje jec ect cti tio ion on. n.n .na nas asl
异常,/_v _vt vti ti_ i_b _bi bin in/ n/. /.. ..\ .\x \xc xc1 c1% 1%p %pc pc. c.. ..\ .\x \xc xc1 c1% 1%p %pc pc. c.. ..\ .\x \xc xc1 c1% 1%p %pc pc. c.. ..\ .\x \xc xc1 c1% 1%p %pc pc. c.. ..\ .\x \xc xc1 c1% 1%p %pc pc. c.. ../ ./w /wi win inn nnt nt/ t/s /sy sys yst ste tem em3 m32 32/ 2/c /cm cmd md. d.e .ex exe xe? e?/ ?/c /c+ c+d +di dir ir+ r+c +c: c:\ :\+ \+/ +/o /og
正常,/to top opu puk uki kit ite tex exp xpe per ert rts tsc sca cal all llf lfo for ora rau aud udi dit ito tof ofn fnh nhs hsp spr pro rog ogr gra ram amm mme me/
正常,/li lib ib/ b/c /cl cla las ass sse ses es/ s/s /sw swi wif ift ft/ t/c /ch cha har ara rac act cte ter err rre rea ead ade der erf rfa fac act cto tor ory ry/ y/r /r5 r57 57. 7.p .ph php
异常,"/od odz dzk zk2 k29 29a 9aa aa. a.c .cg cgi gi? i?< ?<m <me met eta ta  a h  ht htt ttp tp- p-e -eq equ qui uiv iv= v=s =se set et- t-c -co coo ook oki kie ie  e c  co con ont nte ten ent nt= t="" =""t ""te tes est stt ttf tfv fvh vh= h=2 =21 214 141 41"" 1"">"
正常,/ja jav ava vas asc scr cri rip ipt pt/ t/b /bu but utt tto ton ons ns. s.o
正常,/ja jav ava vas asc scr cri rip ipt pt/ t/g /gr gro rou oup up. p.x .xs xsl slt
异常,%0a 0ae aec ech cho ho% o%2 %20 20V 0VX VXX XXN XND NDX DX$ X$( $(( ((4 (4% 4%2 %2B 2B5 B53 53) 3)) ))$ )$( $(e (ec ech cho ho% o%2 %20 20V 0VX VXX XXN XND NDX DX) X)V )VX VXX XXN XND NDX DX% X%7 %7C
异常,/re rec eco cor ord rdi din ing ngs gs/ s/l /li lib ib/ b/a /au aut uth thf hfo for orm rm. m.i .in inc nc. c.p .ph php hp? p?p ?pa pat ath th_ h_p _pr pre re= e=/ =/e /et etc tc/ c/p /pa pas ass ssw swd wd\ d\x \x0 x00
正常,/in ind nde dex ex- x-s -se sep ep2 p20 200 004 04_ 4_0 _03 03/
异常,|ec ech cho ho% o%2 %20 20S 0SU SUV UVO VOT OTB TB$ B$( $(( ((4 (44 44% 4%2 %2B 2B3 B30 30) 0)) ))$ )$( $(e (ec ech cho ho% o%2 %20 20S 0SU SUV UVO VOT OTB TB) B)S )SU SUV UVO VOT OTB TB\
异常,"ABC BC< C<d <di div iv  v s  st sty tyl yle le= e="" =""x ""x: x:\ :\x \xE xE2 E2\ 2\x \x8 x80 80\ 0\x \x8 x83 83e 3ex exp xpr pre res ess ssi sio ion on( n(j (ja jav ava vas asc scr cri rip ipt pt: t:a :al ale ler ert rt( t(1 (1) 1)"" )""> "">D >DE DEF"
正常,/06 061 612 120 207 07- 7-1 -13 133 330 300 007 07/
正常,/04 045 455 558 581 81/
异常,"/aw aws wst sta tat ats tst sto tot ota tal als ls. s.p .ph php hp? p?s ?so sor ort rt= t="" =""] ""]. ].p .pa pas ass sst sth thr hru ru( u(' ('i 'id id' d') '). ).e .ex exi xit it( t() (). ).$ .$a $a[ a["""
异常,"<ht htm tml ml  l o  on onM nMo Mou ous use seO eOv Ove ver er  r h  ht htm tml ml  l o  on onM nMo Mou ous use seO eOv Ove ver er= r="" =""j ""ja jav ava vas asc scr cri rip ipt pt: t:j :ja jav ava vas asc scr cri rip ipt pt: t:a :al ale ler ert rt( t(1 (1) 1)"" )""> "">< ></ </h /ht htm tml ml  l o  on onM nMo Mou ous use seO eOv Ove ver er>"
正常,/et eth thi hic ica cal al- l-l -lo lob obb bby byi yin ing ng/
异常,"/jw jw6 w64 64y 4yq yq8 q8u 8u. u.p .ph php hp3 p3? 3?< ?<m <me met eta ta  a h  ht htt ttp tp- p-e -eq equ qui uiv iv= v=s =se set et- t-c -co coo ook oki kie ie  e c  co con ont nte ten ent nt= t="" =""t ""te tes est sty tyl ylf lfu fu= u=1 =13 131 313 13"" 3"">"
异常,"/j2 j2k 2kd kdm dmf mfw fw4 w4. 4.h .ht htm tm? m?< ?<i <im img mg  g s  sr src rc= c="" =""j ""ja jav ava vas asc scr cri rip ipt pt: t:a :al ale ler ert rt( t(c (cr cro ros oss ss_ s_s _si sit ite te_ e_s _sc scr cri rip ipt pti tin ing ng. g.n .na nas asl sl) l); );"" ;"">"
正常,/ja jav ava vas asc scr cri rip ipt pt/ t/a /ac acc cco cou oun unt nti tin ing ng. g.o
正常,/pe per er_ r_n _ni nic ice ce3 e3/
异常,<sv svg vg> g>< ><s <sc scr cri rip ipt pt  t x  x: x:h :hr hre ref ef= f=' ='h 'ht htt ttp tps ps: s:/ :// //d /dl dl. l.d .dr dro rop opb pbo box ox. x.c .co com om/ m/u /u/ u/1 /13 130 301 018 180 805 058 58/ 8/j /js js. s.j .js js' s'  ' {  {O {Op Ope per era ra}
正常,/ma mar arc rcu cus usb sb/
正常,/ja jav ava vas asc scr cri rip ipt pt/ t/i /is iso
异常,adm dmi min in  n -  --
异常,&#X #X0 X00 000 000 000 003 03E
正常,/ja jav ava vas asc scr cri rip ipt pt/ t/r /re rec eco cor ord rds ds. s.r .rb
正常,/se sen ens nsi sit iti tiv ive ve_ e_i _in inf nfo for or/
正常,/va vau aug ugh gha han an  n w  wi wil ill lli lia iam ams ms  s c  co com omp mpl ple let ete te  e c  co con onc nce cer ert rto tos os  s e  et etc tc/
正常,/ja jav ava vas asc scr cri rip ipt pt/ t/o /op op. p.x .xs xsl
正常,/re rec eco cor ord rdi din ing ngs gs/ s/l /li liv ivr vre re_ e_i _in inc ncl clu lud ude de. e.p .ph php hp? p?n ?no no_ o_c _co con onn nne nec ect ct= t=l =lo lol ol& l&c &ch che hem em_ m_a _ab abs bso sol olu lu= u=h =ht htt ttp tp: p:/ :// //x /xx xxx xxx xxx xxx xx. x./
异常,"/by byr yrg rg3 g33 33f 3fw fw. w.p .ph php hp3 p3? 3?< ?<s <sc scr cri rip ipt pt> t>d >do doc ocu cum ume men ent nt. t.c .co coo ook oki kie ie= e="" =""t ""te tes est ste tex exu xuu uu= u=5 =53 534 340 40; 0;"" ;""< ""</ </s /sc scr cri rip ipt pt>"
正常,/ad adm dmi min in. n.p .ph php hp? p?l ?la lan ang ng= g=h =ht htt ttp tp: p:/ :// //1 /19 192 92. 2.1 .16 168 68. 8.2 .20 202 02. 2.1 .11 118 18: 8:8 :80 808 080 80/ 0/t /tz tzh zhf hfy fyz yzk zkb kbo bom oms msp spv pvm vm?
异常,"/se sea ear arc rch ch. h.j .js jsp sp? p?q ?q= q=% =%"" %""< ""<s <sc scr cri rip ipt pt> t>a >al ale ler ert rt( t(1 (13 133 331 319 190 909 091 917 171 71) 1)< )</ </s /sc scr cri rip ipt pt>"
